chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
c1	5460000	5462000	c1	5488000	5490000	0,0,0	4.638974	0.99703425	2.4111285	2.4415064	3.1474054	3.6510065	1.2359283	5.8212347
c1	9614000	9616000	c1	9640000	9642000	0,0,0	3.2756853	0.9963514	2.0412667	1.8588485	2.3761978	3.961697	1.3651767	5.6140065
c1	705000	710000	c1	760000	765000	0,0,0	3.142453	0.9999666	2.0098503	5.53515	9.058629	16.079725	2.856326	20.999859
c1	40000	42000	c1	174000	176000	0,0,0	8.678975	0.99997604	3.4050572	5.108721	7.547738	6.098549	3.2404304	10.639634
c1	1215000	1220000	c1	1340000	1345000	0,0,0	2.4811745	0.9893538	1.731383	2.7092469	3.3487115	7.552776	1.9391937	9.960996
c1	7900000	7905000	c1	7955000	7960000	0,0,0	5.589162	0.99999994	2.3420963	10.259345	16.909931	15.160058	4.6573305	24.279476
c1	3545000	3550000	c1	3620000	3625000	0,0,0	3.1330554	0.99881506	1.7507174	3.8351061	5.6846	7.618348	2.1108847	11.027331
c1	8580000	8582000	c1	8616000	8618000	0,0,0	9.934352	1.0	4.994456	2.88903	5.728599	6.6642637	1.0361737	9.23229
c1	10252000	10254000	c1	10364000	10366000	0,0,0	4.5803986	1.0	2.5136127	1.5556701	2.0464373	2.6230288	0.7967435	4.0058465
c1	9238000	9240000	c1	9262000	9264000	0,0,0	6.5493245	0.9998784	2.612034	4.184102	6.3768167	5.2966013	2.2199743	9.015802
c1	9850000	9855000	c1	9915000	9920000	0,0,0	2.5951984	0.99697274	1.6019185	3.0265374	4.402726	7.2022586	1.3781269	9.892514
c1	3870000	3872000	c1	3900000	3902000	0,0,0	5.9251795	0.9997418	2.5105941	3.9160788	5.481931	4.7816043	2.0026586	8.262563
c1	6014000	6016000	c1	6074000	6076000	0,0,0	5.9196863	0.9977665	2.6935945	3.4110923	3.4928722	3.0727427	1.591755	6.1048245
c2	6973000	6974000	c2	7020000	7021000	0,0,0	6.7005773	1.0	4.033705	1.3200691	2.228362	3.47119	0.7313881	4.6445847
c2	4438000	4440000	c2	4486000	4488000	0,0,0	3.8139768	0.99861985	2.3292172	1.7866864	3.1128867	4.998077	0.87533605	6.5862427
c2	9375000	9380000	c2	9485000	9490000	0,0,0	2.09715	0.98318624	1.4504132	2.9133692	3.7677372	8.252606	1.5733407	10.842268
c2	5705000	5706000	c2	5734000	5735000	0,0,0	4.2695527	1.0	2.4260616	1.3817813	1.6496949	2.2410812	0.7595181	3.4693313
c2	8706000	8708000	c2	8738000	8740000	0,0,0	11.825181	1.0	4.97023	4.316248	5.17821	4.262915	1.5341194	8.09958
c2	215000	220000	c2	270000	275000	0,0,0	3.4362879	0.999846	1.5490631	4.9049754	10.754183	11.030045	3.403613	15.390022
c2	3624000	3625000	c2	3655000	3656000	0,0,0	7.5434213	1.0	3.796142	2.781426	3.3542438	3.640764	1.4275614	6.113143
c2	9024000	9025000	c2	9051000	9052000	0,0,0	5.306337	1.0	2.0824041	2.7818666	2.978717	2.1301715	0.9949532	4.6029415
c2	2154000	2156000	c2	2206000	2208000	0,0,0	3.45139	0.99557686	1.9244411	2.3067465	2.594347	3.3710237	0.9493473	5.421465
c2	7171000	7172000	c2	7190000	7191000	0,0,0	5.9434924	1.0	3.109145	2.2795053	3.182777	3.7748234	1.1732866	5.8010507
c2	6670000	6671000	c2	6688000	6689000	0,0,0	6.7110634	1.0	3.4951022	1.9954304	2.4952133	2.8912683	0.9108944	4.664984
c2	3182000	3183000	c2	3196000	3197000	0,0,0	3.6804726	1.0	2.1253514	1.1391842	1.3508259	1.8962004	0.5281259	2.9088085
c2	6190000	6195000	c2	6790000	6795000	0,0,0	2.9305267	0.99365073	1.5273622	2.763054	3.97465	4.703275	1.6762471	7.159323
c2	9302000	9303000	c2	9318000	9319000	0,0,0	8.979485	1.0	5.450033	1.5642226	1.9812589	3.1090689	0.7268821	4.499489
c2	4410000	4415000	c2	4490000	4495000	0,0,0	2.251316	0.98336565	1.4952897	2.7197087	3.5431395	6.926651	1.4232243	9.34417
c2	8080000	8085000	c2	8180000	8185000	0,0,0	2.3712556	0.9945629	1.473869	3.4284549	3.7087653	6.123505	1.7088882	9.1710205
c2	8282000	8284000	c2	8336000	8338000	0,0,0	4.922413	0.9952124	2.2961152	2.7959957	3.055608	2.856941	1.5171416	5.342271
c2	7083000	7084000	c2	7118000	7119000	0,0,0	3.638032	1.0	2.5639873	0.9174434	1.1812541	2.7396765	0.59478664	3.5551815
c2	9200000	9201000	c2	9238000	9239000	0,0,0	14.510414	1.0	7.986873	2.2307944	2.2363882	2.7885458	1.2341964	4.7714744
c2	385000	390000	c2	485000	490000	0,0,0	2.4605474	0.99228173	1.4666919	4.349177	4.3877444	6.531989	2.035343	10.397925
c2	8169000	8170000	c2	8186000	8187000	0,0,0	3.9329946	0.9914435	2.4442255	1.5583651	2.0370817	3.3763475	0.6225007	4.761561
c2	282000	284000	c2	312000	314000	0,0,0	4.9091496	0.9976712	2.9590676	1.663645	2.9313602	4.58422	1.0994421	6.0630155
c2	7021000	7022000	c2	7050000	7051000	0,0,0	3.9953403	1.0	2.0901651	1.7116996	1.8986318	2.1753976	0.64445615	3.6969085
c2	8885000	8886000	c2	8912000	8913000	0,0,0	4.575034	1.0	2.6413965	1.1559974	1.7714418	2.5301006	0.72124374	3.5576537
c2	4054000	4055000	c2	4089000	4090000	0,0,0	6.2010565	1.0	3.6887364	1.183497	1.5260812	2.293508	0.6551711	3.3455055
c2	3655000	3656000	c2	3668000	3669000	0,0,0	3.911826	1.0	2.4610379	1.0879436	1.4351261	2.4481912	0.8497602	3.4152522
c2	9537000	9538000	c2	9564000	9565000	0,0,0	7.566391	1.0	3.7415495	2.3952684	2.408205	2.4360917	0.9052066	4.5652194
c2	4135000	4140000	c2	4240000	4245000	0,0,0	2.90505	0.9968241	1.43696	2.6631796	6.4334397	7.4665885	1.7405998	9.833859
c2	8822000	8823000	c2	8877000	8878000	0,0,0	8.621659	1.0	3.8290744	2.8493772	5.0309286	4.899786	1.4842134	7.4325657
c2	3278000	3279000	c2	3294000	3295000	0,0,0	3.747715	0.98288774	2.2282844	1.3642948	1.8950994	2.8556757	0.8259333	4.0683823
c2	5930000	5935000	c2	6285000	6290000	0,0,0	5.434972	0.999873	1.5209296	7.509047	9.183581	4.8232956	2.8226516	11.498004
c2	145000	150000	c2	560000	565000	0,0,0	5.576409	0.99994224	1.7820522	6.4504967	7.151273	4.02619	2.5920427	9.759964
c2	9166000	9167000	c2	9197000	9198000	0,0,0	25.350483	1.0	15.971522	1.5910634	2.1966488	3.7617815	0.8192585	5.17606
c2	7009000	7010000	c2	7022000	7023000	0,0,0	5.146273	1.0	2.9936333	1.5731359	1.8269464	2.6004257	0.7229767	3.9987688
c2	4036000	4037000	c2	4051000	4052000	0,0,0	4.796538	1.0	3.1221955	1.1073145	1.7537013	3.2460933	0.58825576	4.230373
c2	5895000	5900000	c2	6390000	6395000	0,0,0	10.302067	0.99999994	2.5453348	12.313122	13.800371	6.018653	5.915755	16.96365
c2	998000	1000000	c2	1044000	1046000	0,0,0	4.588951	0.99669397	2.1803958	2.9127948	3.2284715	3.123454	1.0828176	5.712605
c2	5560000	5561000	c2	5578000	5579000	0,0,0	5.143243	1.0	2.4439497	1.8221735	2.5943475	2.6550207	0.87810993	4.2747307
c2	3624000	3626000	c2	3668000	3670000	0,0,0	3.9745042	0.99918807	2.0971842	2.2659042	4.1195083	5.1027064	1.3890946	7.1168437
c2	7355000	7360000	c2	7920000	7925000	0,0,0	50.736843	1.0	3.6211107	103.80444	106.35431	16.797825	32.972572	109.06844
c2	823000	824000	c2	845000	846000	0,0,0	4.2308655	1.0	2.4962037	1.1605738	1.704143	2.5343037	0.5929922	3.5659246
c2	7762000	7764000	c2	7856000	7858000	0,0,0	84.55074	1.0	15.864685	49.57252	60.435	23.074833	22.87292	67.1393
c2	6132000	6134000	c2	6190000	6192000	0,0,0	5.5936503	0.999985	2.2520323	4.2005286	8.266335	7.372123	2.0257955	11.1059265
c2	5665000	5670000	c2	5725000	5730000	0,0,0	2.6129801	0.9986764	1.7731713	3.3079035	4.727522	9.767042	1.3138895	12.7074
c2	7172000	7173000	c2	7208000	7209000	0,0,0	3.8050559	1.0	2.1357677	1.5231793	1.6749994	2.200673	0.7218589	3.55461
c2	4214000	4215000	c2	4238000	4239000	0,0,0	4.4646626	1.0	2.910481	1.109193	1.5594689	2.9007883	0.5647504	3.8867376
c2	4183000	4184000	c2	4245000	4246000	0,0,0	10.927236	1.0	4.975707	2.8662696	2.9175262	2.564513	1.0106041	5.112308
c2	4175000	4180000	c2	6675000	6680000	0,0,0	25.629658	1.0	9.124482	9.758879	23.219679	19.25058	5.1193366	27.925138
c2	1948000	1950000	c2	1980000	1982000	0,0,0	3.9260292	0.9978483	2.4815907	2.292821	2.3844795	4.104062	0.7774694	6.142125
c2	9686000	9687000	c2	9700000	9701000	0,0,0	4.879048	1.0	2.3844268	2.0557263	2.8388603	3.0127788	0.87804145	4.840091
c2	8884000	8886000	c2	8934000	8936000	0,0,0	4.079159	0.99446464	2.2750962	2.230471	2.4761746	3.2144933	1.0709056	5.197134
c2	9868000	9870000	c2	9924000	9926000	0,0,0	10.740779	1.0	4.3962173	4.5773416	7.3581867	6.383267	1.864932	10.452015
c2	1315000	1320000	c2	1665000	1670000	0,0,0	5.6009774	0.9992372	2.492731	4.1441174	4.1530957	3.495578	1.4864641	7.1792383
c2	6490000	6492000	c2	6528000	6530000	0,0,0	5.6108465	0.99709135	2.978727	2.5619109	3.0001924	3.5634198	1.1587096	5.840674
c2	8914000	8915000	c2	8935000	8936000	0,0,0	5.4243293	1.0	3.143356	1.721375	1.8909512	2.6577983	0.87366754	4.187909
c2	26000	28000	c2	76000	78000	0,0,0	6.5279646	0.9997569	4.3960757	2.4072907	3.0433176	6.1830277	1.2817546	8.322842
c2	5295000	5300000	c2	5550000	5555000	0,0,0	15.922048	1.0	2.03998	32.881428	33.80893	7.657737	11.123038	36.885674
c2	8956000	8958000	c2	8982000	8984000	0,0,0	3.6923137	0.9871806	2.1539547	1.8416381	1.9157368	2.7202356	1.2026297	4.3572474
c2	2904000	2906000	c2	2946000	2948000	0,0,0	5.1025944	0.9996472	2.7845821	2.9104266	4.1880665	5.363316	1.6249409	7.950362
c2	4818000	4819000	c2	4839000	4840000	0,0,0	7.3211517	1.0	4.6053157	1.258612	2.1381383	3.6558104	0.5581257	4.7745767
c2	585000	590000	c2	690000	695000	0,0,0	2.9064517	0.9951618	1.524079	3.182836	3.9587336	4.6391306	1.6582171	7.468318
c2	7060000	7065000	c2	7360000	7365000	0,0,0	13.210564	1.0	2.52095	21.93078	25.568016	9.401426	10.565279	28.895452
c2	5880000	5882000	c2	5906000	5908000	0,0,0	4.2601013	0.9963865	2.623094	2.0326622	2.3601975	3.8168569	1.2999718	5.6236677
c2	1335000	1336000	c2	1364000	1365000	0,0,0	9.822636	1.0	4.712832	2.9670043	3.1833212	3.1041603	1.2729931	5.7414975
c2	4206000	4207000	c2	4244000	4245000	0,0,0	9.051055	1.0	4.542632	1.9663086	3.6260135	4.174288	0.78274906	5.9221177
c2	4535000	4536000	c2	4557000	4558000	0,0,0	5.392959	1.0	3.354459	1.5020225	1.9987056	3.3205628	0.53868645	4.655694
c2	1134000	1135000	c2	1166000	1167000	0,0,0	4.797395	1.0	2.4170637	1.896905	2.1612375	2.3249772	0.68991494	4.011115
c2	7640000	7645000	c2	7935000	7940000	0,0,0	4.3266144	0.99975884	1.7526735	4.9362793	7.5703144	6.4115157	3.1250095	10.799319
c2	8707000	8708000	c2	8732000	8733000	0,0,0	8.0771265	1.0	4.297055	1.8395923	2.0487556	2.4243894	0.8259547	4.0595827
c2	4055000	4056000	c2	4067000	4068000	0,0,0	3.7418172	1.0	2.3105712	1.3844662	1.3869355	2.2482312	0.8679517	3.478868
c2	8120000	8125000	c2	8905000	8910000	0,0,0	20.883728	1.0	2.234624	29.533867	29.895695	5.7568364	9.33708	32.009163
c2	1335000	1340000	c2	1515000	1520000	0,0,0	3.2596085	0.98930436	1.4699312	3.42642	3.9159722	3.515988	2.077598	6.5616946
c2	4410000	4411000	c2	4425000	4426000	0,0,0	3.7220824	1.0	2.0324805	1.3750116	1.7996615	2.2843702	0.66533196	3.5066028
c2	3430000	3435000	c2	3685000	3690000	0,0,0	11.491107	1.0	1.8141844	24.092873	24.56321	6.4068646	7.697512	27.822754
c2	8350000	8355000	c2	8425000	8430000	0,0,0	2.7341738	0.99647045	1.5564129	4.433587	5.48206	7.49769	1.8127136	11.438656
c2	2449000	2450000	c2	2482000	2483000	0,0,0	6.4061117	0.9995213	2.8209136	3.2511542	5.0599093	4.755381	2.343709	7.645296
c2	6460000	6465000	c2	6525000	6530000	0,0,0	2.5551755	0.9943169	1.4945222	3.9044003	3.9603872	5.6454334	2.2540698	9.116012
c2	9025000	9030000	c2	9235000	9240000	0,0,0	3.6867385	0.9984058	1.6370466	3.832355	5.6554184	5.3095407	1.7026855	8.716079
c2	1850000	1855000	c2	1930000	1935000	0,0,0	2.6345284	0.99477655	1.442918	3.745422	5.845372	7.5916266	1.6602871	10.92089
c2	9790000	9795000	c2	9925000	9930000	0,0,0	8.2449465	0.9999998	3.7812161	6.9897738	9.749272	9.443352	3.2468376	15.656484
c2	102000	104000	c2	154000	156000	0,0,0	4.3083544	0.99792004	2.178102	2.6479058	3.4474912	3.8223484	1.2494458	6.176042
c2	100000	105000	c2	190000	195000	0,0,0	3.5954974	0.99919397	1.820633	5.0637894	6.3282995	6.9861293	2.5741599	11.487276
c2	7930000	7935000	c2	8180000	8185000	0,0,0	5.763589	0.99993765	2.1265333	6.339288	6.3786445	4.0489397	2.127712	9.683862
c2	5950000	5951000	c2	5967000	5968000	0,0,0	3.617747	0.97817725	2.4747825	1.2035134	1.2865324	2.7554083	0.688957	3.825198
c2	9378000	9380000	c2	9422000	9424000	0,0,0	5.3448963	0.9998629	3.1159241	3.763132	5.5565114	8.069981	1.9227657	11.414988
c2	2675000	2680000	c2	2895000	2900000	0,0,0	8.069575	1.0	1.7327148	17.235786	18.831535	7.0505304	6.0388308	22.371227
c2	6125000	6130000	c2	6770000	6775000	0,0,0	4.4211173	0.9997919	1.7097361	5.236086	5.5063834	3.8241055	2.8370562	8.478404
c2	8805000	8810000	c2	8915000	8920000	0,0,0	2.690785	0.9944357	1.6612868	3.8359993	4.5603642	7.426963	2.1362739	10.8367405
c2	7630000	7632000	c2	7968000	7970000	0,0,0	9.312032	1.0	3.67999	5.177237	5.8894362	4.3692994	2.5375226	8.971288
c2	722000	724000	c2	752000	754000	0,0,0	5.592289	0.99981046	2.6325397	4.3153453	4.930931	4.7360024	1.9113384	8.571865
c2	690000	695000	c2	750000	755000	0,0,0	2.209335	0.99256855	1.5049229	2.114468	3.3173242	6.901575	1.2249238	8.781102
c2	7011000	7012000	c2	7038000	7039000	0,0,0	5.0173254	1.0	2.7548351	1.6973467	1.9286351	2.4330025	0.8677033	3.9417553
c2	5225000	5230000	c2	5295000	5300000	0,0,0	2.1063838	0.986839	1.4440262	3.0884824	3.2067091	6.924213	1.3049276	9.669531
c2	5836000	5838000	c2	5878000	5880000	0,0,0	8.019723	1.0	3.467772	3.800187	4.5161123	3.8567476	1.5939938	7.2346916
c2	3336000	3337000	c2	3357000	3358000	0,0,0	7.919613	1.0	3.8878846	2.0200794	3.2725935	3.588355	0.9167876	5.383981
c2	6265000	6266000	c2	6292000	6293000	0,0,0	4.6718144	1.0	2.3848588	2.2251768	2.3065147	2.4921942	0.8873455	4.470129
c2	6465000	6470000	c2	6555000	6560000	0,0,0	2.5614405	0.9946398	1.6785318	2.2283237	2.845505	5.371294	1.3002384	7.352027
c3	65000	70000	c3	470000	475000	0,0,0	5.7000833	0.999733	2.6948574	4.3698196	4.5940323	4.344696	2.165293	8.22898
c3	2938000	2940000	c3	2994000	2996000	0,0,0	7.949002	1.0	4.0943832	2.3181927	3.2862291	3.8063672	1.3803298	5.8669825
c3	8772000	8773000	c3	8794000	8795000	0,0,0	4.310635	0.99135786	2.476655	1.7664788	2.2754931	3.1813917	1.1676701	4.751595
c3	3521000	3522000	c3	3576000	3577000	0,0,0	9.230935	1.0	4.0521903	2.4019885	3.2639158	2.958371	0.9500359	5.0934715
c3	1983000	1984000	c3	2022000	2023000	0,0,0	10.660464	1.0	4.877611	3.431161	3.4849422	3.0857344	1.333676	6.1356554
c3	8602000	8604000	c3	8650000	8652000	0,0,0	6.733152	0.9998183	3.6437187	3.8748062	4.2384014	5.1698914	1.6005365	8.614163
c3	3527000	3528000	c3	3574000	3575000	0,0,0	9.64401	1.0	3.1494994	5.2008333	6.3110304	3.84618	2.247578	8.469143
c3	616000	617000	c3	635000	636000	0,0,0	5.4180965	1.0	2.7370818	1.3623471	2.1811552	2.4911149	0.71399695	3.7020903
c3	6738000	6740000	c3	6772000	6774000	0,0,0	6.0437937	0.9977577	3.7063951	1.6360238	2.8686728	4.646641	1.1590775	6.1008844
c3	5612000	5614000	c3	5706000	5708000	0,0,0	5.5390463	1.0	2.7361097	2.245872	2.6104667	2.7254589	1.078585	4.7217894
c3	5898000	5900000	c3	5990000	5992000	0,0,0	4.821392	1.0	2.8118014	1.7988846	1.8118739	2.5641704	1.0435147	4.163179
c3	95000	100000	c3	210000	215000	0,0,0	5.166789	0.99995965	2.2206223	5.8520274	8.424016	7.537347	2.3395286	12.739149
c3	7522000	7524000	c3	7552000	7554000	0,0,0	4.39424	0.9976465	2.7277575	1.7615786	2.7057111	4.4866405	1.2756442	6.052488
c3	3034000	3035000	c3	3056000	3057000	0,0,0	5.781114	1.0	2.7620733	2.0954762	2.2328608	2.157813	0.9113613	4.0204587
c3	9135000	9140000	c3	9290000	9295000	0,0,0	4.0097456	0.99960387	1.8058643	6.288068	7.4424663	6.737709	3.3855906	12.327103
c3	7278000	7280000	c3	7322000	7324000	0,0,0	6.688785	0.99983996	2.245113	5.1336007	6.506601	4.1776824	2.2276175	8.740883
c3	9135000	9140000	c3	9355000	9360000	0,0,0	7.1889377	0.9999628	2.9427278	4.7209573	7.0531783	6.0036283	2.4929702	10.200034
c3	6548000	6550000	c3	6588000	6590000	0,0,0	5.301947	0.9976897	2.9679484	2.004911	3.1734045	4.2888637	1.0709821	6.071007
c3	6308000	6310000	c3	6386000	6388000	0,0,0	4.2067275	1.0	2.2860148	1.757919	1.90748	2.3432205	1.1863842	3.905815
c3	2030000	2031000	c3	2058000	2059000	0,0,0	4.5754447	0.9916631	2.3675525	1.859232	2.6801476	3.1349094	0.9983768	4.78756
