chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
TadhH1_1	13712000	13712500	TadhH1_1	13752000	13752500	0,0,0	4.263986	0.99981004	1.8886458	6.1208787	6.566329	5.619101	3.012078	11.059882
TadhH1_1	17534500	17535000	TadhH1_1	17549500	17550000	0,0,0	4.3823586	0.9999685	2.0735278	4.23991	10.437851	11.486097	2.8532073	15.254907
TadhH1_1	731500	732000	TadhH1_1	753500	754000	0,0,0	3.2573404	0.99895823	1.2836087	5.3932567	6.003352	4.3951006	1.8599358	9.189106
TadhH1_1	15768000	15768500	TadhH1_1	15843500	15844000	0,0,0	3.90323	0.99955565	1.549814	3.8987052	5.3233085	4.254154	1.9397697	7.71967
TadhH1_1	11326000	11326500	TadhH1_1	11359500	11360000	0,0,0	4.495491	0.9998731	2.154321	5.285858	6.7140384	6.80044	2.6440039	11.49898
TadhH1_1	215000	215500	TadhH1_1	234500	235000	0,0,0	2.4957135	0.981077	1.562942	2.4925551	3.1859128	5.3739767	1.7340071	7.589582
TadhH1_1	17159400	17159600	TadhH1_1	17175400	17175600	0,0,0	14.262	1.0	5.995796	4.3118315	5.573184	4.701862	2.325274	8.534601
TadhH1_1	9631000	9631500	TadhH1_1	9646500	9647000	0,0,0	3.6489043	0.9996081	1.6684376	6.3948545	7.26731	6.655347	2.948877	12.339662
TadhH1_1	4014500	4015000	TadhH1_1	4048000	4048500	0,0,0	3.525851	0.9992461	1.5312053	4.5962553	6.1409526	5.4615793	2.1766603	9.547139
TadhH1_1	16247000	16247500	TadhH1_1	16272500	16273000	0,0,0	3.224531	0.99816173	1.4180102	4.5555615	5.212939	4.507723	1.9836789	8.557111
TadhH1_1	17803500	17804000	TadhH1_1	17827000	17827500	0,0,0	3.0639925	0.99822944	1.4232907	4.5235624	4.9328814	4.5780654	2.3725088	8.5990095
TadhH1_1	18233500	18234000	TadhH1_1	18285000	18285500	0,0,0	4.111721	0.9981304	1.5587195	4.7883577	5.889321	4.2818837	1.8248457	8.538201
TadhH1_1	11959000	11959500	TadhH1_1	12001500	12002000	0,0,0	4.0205216	0.9987637	1.4196981	4.7702074	6.710779	4.758859	2.029909	8.999043
TadhH1_1	15314000	15314500	TadhH1_1	15361500	15362000	0,0,0	3.859801	0.9979517	1.7789035	3.9051328	5.15385	4.964931	2.1824083	8.43616
TadhH1_1	19248500	19249000	TadhH1_1	19311500	19312000	0,0,0	2.8552144	0.9939913	1.3640211	4.5207014	5.1221695	5.028283	1.4859173	9.046684
TadhH1_1	10248500	10249000	TadhH1_1	10336000	10336500	0,0,0	5.7861657	0.99997246	2.2019207	5.30134	7.5126004	5.7881184	2.1826491	10.500421
TadhH1_1	1567000	1567500	TadhH1_1	1622500	1623000	0,0,0	3.3203964	0.99437535	1.5019709	3.355974	4.5663495	4.3141875	2.097507	7.2972755
TadhH1_1	15275000	15275500	TadhH1_1	15301000	15301500	0,0,0	3.2793164	0.9971957	1.8586159	3.0589266	3.942749	5.3649054	1.2724615	8.083952
TadhH1_1	8145000	8145500	TadhH1_1	8164000	8164500	0,0,0	2.9727929	0.9941418	1.4280816	4.105983	5.317659	5.428508	2.2244859	9.07827
TadhH1_1	12257000	12257500	TadhH1_1	12319500	12320000	0,0,0	5.095795	0.9999416	2.0504117	5.92836	6.1393056	4.479292	3.6310627	9.748945
TadhH1_1	11910500	11911000	TadhH1_1	11939500	11940000	0,0,0	5.5961547	0.9999867	2.3647683	7.0388293	9.052988	7.678008	3.3543303	13.934746
TadhH1_1	8739500	8740000	TadhH1_1	8787500	8788000	0,0,0	3.9023662	0.99981433	1.2786878	7.614127	7.83745	4.316454	2.9515443	11.084567
TadhH1_1	18033000	18033500	TadhH1_1	18089500	18090000	0,0,0	4.687794	0.9993612	1.8965956	4.6020746	6.7512207	5.6393085	2.39953	9.7300415
TadhH1_1	13178000	13178500	TadhH1_1	13191000	13191500	0,0,0	3.0021036	0.9962962	1.6583475	4.1024704	4.694496	5.9986267	1.9782953	9.6452675
TadhH1_1	8513400	8513600	TadhH1_1	8534400	8534600	0,0,0	6.4209523	0.9989651	2.5233483	3.7169738	4.6613584	3.570174	2.2805443	6.8741503
TadhH1_1	14119000	14119500	TadhH1_1	14162500	14163000	0,0,0	5.1393394	0.9990907	2.5569973	3.0192504	3.9888854	4.319777	1.8484665	7.003556
TadhH1_1	14742500	14743000	TadhH1_1	14759000	14759500	0,0,0	2.4602883	0.9908832	1.3465164	2.7966762	3.3730037	4.259504	1.866847	6.7454386
TadhH1_1	6378500	6379000	TadhH1_1	6443500	6444000	0,0,0	11.385146	1.0	3.012374	19.705439	23.051863	11.119617	7.1510196	28.635563
TadhH1_1	11375000	11375500	TadhH1_1	11388500	11389000	0,0,0	2.7429101	0.99636066	1.3550488	3.2812977	4.5184317	4.8737183	1.6754158	7.790427
TadhH1_1	3623500	3624000	TadhH1_1	3707500	3708000	0,0,0	5.4743414	0.9999213	2.3094957	4.8557615	6.109789	5.1352243	2.1855292	9.451456
TadhH1_1	15538500	15539000	TadhH1_1	15580000	15580500	0,0,0	3.5663908	0.9993124	1.6506125	4.515785	5.8406644	5.634724	2.594319	9.648755
TadhH1_1	6437000	6437500	TadhH1_1	6541500	6542000	0,0,0	6.1355095	0.9999943	1.9753283	7.8972936	8.837634	5.048941	3.9196203	12.068758
TadhH1_1	9608000	9608500	TadhH1_1	9680000	9680500	0,0,0	4.2003694	0.9998987	1.4170823	6.2073917	9.055015	6.225803	2.5291905	11.7434845
TadhH1_1	11849000	11849500	TadhH1_1	11900500	11901000	0,0,0	4.270895	0.99827856	1.4597654	5.292426	6.229697	3.9260206	2.5080283	8.6304
TadhH1_1	18180000	18180500	TadhH1_1	18198500	18199000	0,0,0	3.6017365	0.99882907	1.4066595	6.584553	7.2221994	5.1886067	2.572039	11.041543
TadhH1_1	14382000	14382500	TadhH1_1	14476500	14477000	0,0,0	3.8950768	0.9990333	1.4370937	5.437246	6.423684	4.4388814	2.4499898	9.271989
TadhH1_1	4244000	4244500	TadhH1_1	4279000	4279500	0,0,0	2.9037697	0.99230283	1.425659	3.7634315	5.0673833	5.391755	1.5687294	8.737027
TadhH1_1	5934500	5935000	TadhH1_1	5962500	5963000	0,0,0	3.4863565	0.9965099	1.55094	4.111394	4.7427382	4.183086	1.8102338	7.837659
TadhH1_1	74000	74500	TadhH1_1	86500	87000	0,0,0	3.011708	0.99812305	1.5092647	5.7311263	6.6905117	7.165209	2.4148161	12.259543
TadhH1_1	9643500	9644000	TadhH1_1	9665500	9666000	0,0,0	5.185812	0.99997	1.8636278	6.8076625	9.668626	7.008356	2.7275753	13.059611
TadhH1_1	14972000	14972500	TadhH1_1	15005000	15005500	0,0,0	4.7389326	0.99996006	1.7591977	6.85436	9.1005	6.658508	2.9247608	12.751272
TadhH1_1	8308500	8309000	TadhH1_1	8331000	8331500	0,0,0	2.7505953	0.9971985	1.4191201	3.4721866	4.379115	4.9987006	1.7850441	8.085089
TadhH1_1	11070000	11070500	TadhH1_1	11097500	11098000	0,0,0	2.817607	0.9815742	1.432713	2.9807014	3.0642633	3.2810435	1.6931177	5.9305563
TadhH1_1	1036500	1037000	TadhH1_1	1072000	1072500	0,0,0	2.8864858	0.9850404	1.5863944	1.732552	3.4783335	4.6333795	0.79880744	6.1734257
TadhH1_1	1202500	1203000	TadhH1_1	1256500	1257000	0,0,0	4.533261	0.9997808	1.4336236	7.392786	7.952381	4.3319874	2.735967	10.903352
TadhH1_1	3357000	3357500	TadhH1_1	3370000	3370500	0,0,0	5.1458435	0.9999997	2.0715048	9.069502	14.487333	12.315347	7.070852	20.377127
TadhH1_1	9666000	9666500	TadhH1_1	9679500	9680000	0,0,0	4.207547	0.99989516	1.8109609	7.051242	8.823293	7.6076026	3.1148932	13.875373
TadhH1_1	5639500	5640000	TadhH1_1	5689000	5689500	0,0,0	4.431656	0.9993476	2.2014854	4.2524323	5.506319	5.926876	2.3165376	9.706816
TadhH1_1	15957000	15957500	TadhH1_1	16020000	16020500	0,0,0	3.0199132	0.98724985	1.7920852	2.5791008	2.7500248	4.066231	1.8401265	6.3587646
TadhH1_1	18031500	18032000	TadhH1_1	18083500	18084000	0,0,0	3.2754662	0.9974934	1.8021772	3.787291	3.8763466	4.8434696	1.8200166	8.20995
TadhH1_1	14228500	14229000	TadhH1_1	14305000	14305500	0,0,0	5.6778708	0.99996144	2.1974254	6.101456	6.684314	4.740574	3.2656205	10.16409
TadhH1_1	11125000	11125500	TadhH1_1	11305500	11306000	0,0,0	4.008711	0.9984871	1.5549663	4.858318	5.962781	4.455901	2.1283603	8.774406
TadhH1_1	11982000	11982500	TadhH1_1	12001500	12002000	0,0,0	3.897747	0.9998169	1.3040454	7.156868	7.962614	4.7382336	3.0693848	11.099895
TadhH1_1	3520500	3521000	TadhH1_1	3622000	3622500	0,0,0	7.039013	0.9999733	1.992841	7.238886	8.178039	4.097633	3.3140848	10.532198
TadhH1_1	11910000	11910500	TadhH1_1	11981000	11981500	0,0,0	5.4475217	0.9998567	2.1162593	4.907034	6.004173	4.4897943	2.5088143	8.851603
TadhH1_1	2614500	2615000	TadhH1_1	2685000	2685500	0,0,0	3.5102758	0.994758	1.8281496	3.1744347	3.9365823	4.5556326	2.1063926	7.3773527
TadhH1_1	13112000	13112500	TadhH1_1	13127500	13128000	0,0,0	2.4104853	0.9932034	1.3937291	2.5241666	3.4052405	4.8379645	1.6360384	7.081668
TadhH1_1	5790500	5791000	TadhH1_1	5810000	5810500	0,0,0	3.6752074	0.999078	1.3767898	6.8372593	7.649843	5.249584	2.6787617	11.3271475
TadhH1_1	21362400	21362600	TadhH1_1	21371400	21371600	0,0,0	5.4400935	0.9997168	2.5103018	3.9862494	4.882146	4.6269913	2.5639846	8.170324
TadhH1_1	7648500	7649000	TadhH1_1	7696000	7696500	0,0,0	4.490226	0.9999949	2.100908	8.877231	9.951432	9.416713	4.2085457	17.307585
TadhH1_1	10107500	10108000	TadhH1_1	10160500	10161000	0,0,0	4.154428	0.9997514	1.5749736	4.5137186	5.795775	4.28825	2.4352033	8.300444
TadhH1_1	1223000	1223500	TadhH1_1	1242000	1242500	0,0,0	2.4335124	0.9893702	1.3025584	2.7299604	3.4050212	4.1421843	0.9853551	6.5688157
TadhH1_1	19658000	19658500	TadhH1_1	19691000	19691500	0,0,0	2.7148702	0.98955065	1.4402728	2.0949583	3.7857027	4.7263546	1.5031775	6.58854
TadhH1_1	14830000	14830500	TadhH1_1	14901000	14901500	0,0,0	4.004916	0.9995636	1.7716221	5.147796	6.269313	5.573513	2.2040026	10.149332
TadhH1_1	11455000	11455500	TadhH1_1	11482500	11483000	0,0,0	4.406693	0.9999323	1.6224182	7.036515	8.506281	5.925371	2.7777317	12.180052
TadhH1_1	12252000	12252500	TadhH1_1	12306500	12307000	0,0,0	2.703304	0.97907996	1.401376	1.7375683	3.4821553	4.2374005	1.3334721	5.7819057
TadhH1_1	13026500	13027000	TadhH1_1	13088000	13088500	0,0,0	3.7387364	0.9974827	1.7604603	3.907091	4.8302193	4.7322216	1.6569054	8.205192
TadhH1_1	4839000	4839500	TadhH1_1	4894000	4894500	0,0,0	4.1153636	0.9995335	1.5491155	6.086628	6.7742004	4.6657314	2.4197023	10.076068
TadhH1_1	5748500	5749000	TadhH1_1	5761000	5761500	0,0,0	2.5730262	0.99489176	1.282299	3.8578181	5.320099	5.8192654	1.4212762	9.248437
TadhH1_1	13232000	13232500	TadhH1_1	13257500	13258000	0,0,0	2.686686	0.9951853	1.3659228	2.878057	4.3017683	4.915571	2.3305645	7.4738445
TadhH1_1	19107000	19107500	TadhH1_1	19129000	19129500	0,0,0	2.3107784	0.97269005	1.5283185	1.560691	2.981001	5.721899	1.1673667	7.1091795
TadhH1_1	1512000	1512500	TadhH1_1	1544500	1545000	0,0,0	2.4253638	0.98846847	1.2835811	2.4480352	3.5387459	4.2988605	1.1909438	6.474892
TadhH1_1	16753500	16754000	TadhH1_1	16838000	16838500	0,0,0	4.3750124	0.99923927	2.1409268	3.378807	4.0409565	4.178549	1.7871492	7.1819334
TadhH1_1	20719000	20719500	TadhH1_1	20730500	20731000	0,0,0	7.157518	1.0	2.589154	21.014822	25.18649	17.111313	11.460282	35.791157
TadhH1_1	13656000	13656500	TadhH1_1	13712000	13712500	0,0,0	4.074064	0.99843043	1.9396883	3.1053813	5.5963345	5.9730706	1.645735	8.73341
TadhH1_1	15121500	15122000	TadhH1_1	15163500	15164000	0,0,0	3.776984	0.9963223	1.8184849	3.0603871	4.772101	5.058239	1.7489159	7.778583
TadhH1_1	3017500	3018000	TadhH1_1	3053000	3053500	0,0,0	3.183965	0.9987608	1.5320485	2.9042964	5.840956	6.414883	1.7363052	8.99648
TadhH1_1	10376000	10376500	TadhH1_1	10397000	10397500	0,0,0	3.3530319	0.9970044	1.5449263	4.2847114	4.6064143	4.201109	1.7204658	8.009741
TadhH1_1	8930000	8930500	TadhH1_1	8985500	8986000	0,0,0	4.901441	0.99944544	1.5025872	7.063561	7.1795173	3.607114	2.3341005	9.885836
TadhH1_1	15550000	15550500	TadhH1_1	15618500	15619000	0,0,0	3.7407858	0.9973639	1.7400045	3.7763295	4.9257727	4.7967105	1.932295	8.153448
TadhH1_1	5688000	5688500	TadhH1_1	5726500	5727000	0,0,0	4.0330276	0.99959606	1.7247207	5.746227	6.279447	5.1265926	2.3795125	10.23435
TadhH1_1	15121000	15121500	TadhH1_1	15190000	15190500	0,0,0	4.64317	0.99963456	1.8585906	4.589946	5.122098	3.8353484	1.6098368	7.9153
TadhH1_1	12844500	12845000	TadhH1_1	12870500	12871000	0,0,0	2.7980547	0.99075466	1.5790792	2.7531238	3.2041478	4.2821417	1.2678473	6.729363
TadhH1_1	13232000	13232500	TadhH1_1	13273000	13273500	0,0,0	3.9691632	0.9995945	1.7445403	4.5891805	6.664341	6.150801	2.5794058	10.230073
TadhH1_1	14901500	14902000	TadhH1_1	14935500	14936000	0,0,0	3.6638918	0.9984395	1.7561712	4.5479107	4.836509	4.6973004	1.8016316	8.739887
TadhH1_1	13273000	13273500	TadhH1_1	13318500	13319000	0,0,0	3.552807	0.99613893	1.919355	3.3528237	3.8721128	4.743365	1.872289	7.723653
TadhH1_1	18110000	18110500	TadhH1_1	18165000	18165500	0,0,0	4.21533	0.9983799	1.4308289	5.2997723	6.3277106	3.987188	2.0314543	8.698097
TadhH1_1	10564500	10565000	TadhH1_1	10602500	10603000	0,0,0	4.841789	0.9998795	1.9006778	6.935171	7.499523	5.390314	3.0764203	11.554911
TadhH1_1	9947000	9947500	TadhH1_1	9971500	9972000	0,0,0	3.337926	0.99894273	1.3806387	4.8371897	5.985632	4.873032	1.6481352	9.172756
TadhH1_1	18546000	18546500	TadhH1_1	18578000	18578500	0,0,0	3.0114217	0.9977205	1.4439641	4.3750434	4.576136	4.427511	1.7626634	8.316439
TadhH1_1	15164000	15164500	TadhH1_1	15189500	15190000	0,0,0	4.1498084	0.9997524	1.9315932	5.493561	6.248751	5.8872175	2.9402685	10.770383
TadhH1_1	19028000	19028500	TadhH1_1	19051500	19052000	0,0,0	4.415944	0.99945426	1.5594262	4.3860273	5.4017596	3.6154852	1.9745342	7.5141764
TadhH1_1	18298500	18299000	TadhH1_1	18318000	18318500	0,0,0	2.9249947	0.996903	1.5629605	3.559132	4.020949	4.808626	1.5374824	7.972299
TadhH1_1	1435500	1436000	TadhH1_1	1471500	1472000	0,0,0	4.2598534	0.99969983	1.8490063	4.80593	6.9350023	6.2879024	2.6525748	10.55984
TadhH1_1	1367500	1368000	TadhH1_1	1456000	1456500	0,0,0	2.999073	0.9973303	1.2913038	3.8982677	5.2926373	4.6740894	1.759488	8.139216
TadhH1_1	3031500	3032000	TadhH1_1	3060000	3060500	0,0,0	3.7507517	0.9994089	1.2971889	7.145536	8.54454	5.5035686	3.595898	11.855156
TadhH1_1	13112500	13113000	TadhH1_1	13158500	13159000	0,0,0	3.686575	0.9990039	1.3577693	5.691296	6.273294	4.179841	3.3256416	9.238771
TadhH1_1	9549500	9550000	TadhH1_1	9562000	9562500	0,0,0	2.5632484	0.9955723	1.3914636	3.2262008	3.7932458	4.701061	1.9412977	7.5687947
TadhH1_1	2075000	2075500	TadhH1_1	2113000	2113500	0,0,0	3.4423916	0.99803144	1.2924134	4.914284	5.81884	4.1123304	2.1551018	8.480583
TadhH1_1	8809000	8809500	TadhH1_1	8831500	8832000	0,0,0	4.3180494	0.9998905	1.2842798	7.2261376	9.185905	5.2357354	3.0528457	11.658969
TadhH1_1	2659500	2660000	TadhH1_1	2742500	2743000	0,0,0	11.911762	1.0	2.0617762	20.849253	21.561695	6.223571	7.5016284	24.756239
TadhH1_1	10542500	10543000	TadhH1_1	10560000	10560500	0,0,0	2.7204196	0.99487215	1.3051589	3.824702	4.104786	4.0026083	1.6877459	7.4023438
TadhH1_1	3108500	3109000	TadhH1_1	3138500	3139000	0,0,0	3.6388798	0.9996138	1.4914209	5.395621	6.7846546	5.4874673	2.8174913	10.283575
TadhH1_1	10438000	10438500	TadhH1_1	10452500	10453000	0,0,0	2.9119453	0.99801767	1.4920129	3.424235	4.743399	5.429028	1.5574204	8.472793
TadhH1_1	16754000	16754500	TadhH1_1	16801500	16802000	0,0,0	3.1146574	0.9932971	1.5124383	3.70998	3.84977	3.7997463	1.4730729	7.097506
TadhH1_1	9981000	9981500	TadhH1_1	10005000	10005500	0,0,0	4.341113	0.999961	1.6401407	7.8901434	8.475335	5.7625914	2.731046	12.776052
TadhH1_1	10881000	10881500	TadhH1_1	10896000	10896500	0,0,0	3.4285793	0.99938816	1.2949308	6.5372405	8.219132	6.0033765	3.3126926	11.814257
TadhH1_1	15015500	15016000	TadhH1_1	15040000	15040500	0,0,0	4.672795	0.9999656	1.6058923	7.9156666	9.283969	5.8761587	2.80952	12.912307
TadhH1_1	4545500	4546000	TadhH1_1	4581000	4581500	0,0,0	4.190313	0.99951994	1.4000946	6.1071243	7.397107	4.6160383	2.6162853	10.044593
TadhH1_1	16473500	16474000	TadhH1_1	16513500	16514000	0,0,0	4.75851	0.9996084	1.7199304	5.9705973	7.2599106	4.961164	2.517152	10.268361
TadhH1_1	12088500	12089000	TadhH1_1	12133500	12134000	0,0,0	2.7477438	0.978932	1.610467	2.3622477	2.5527487	3.6738615	1.4094739	5.773638
TadhH1_1	18032000	18032500	TadhH1_1	18052000	18052500	0,0,0	4.5702243	0.9999573	1.4851336	8.294289	9.225529	5.305796	2.9657764	12.678497
TadhH1_1	11615500	11616000	TadhH1_1	11643000	11643500	0,0,0	3.7892878	0.99826443	1.6075869	4.81468	5.3485208	4.3415766	2.5034072	8.621292
TadhH1_1	6011000	6011500	TadhH1_1	6053000	6053500	0,0,0	2.757256	0.97663224	1.6976267	1.9464402	2.4206097	3.9217138	0.9516344	5.651883
TadhH1_1	15558000	15558500	TadhH1_1	15618000	15618500	0,0,0	3.8528888	0.9986668	1.8233836	3.9947813	5.3402004	5.3642554	2.0748537	8.915172
TadhH1_1	5270500	5271000	TadhH1_1	5461500	5462000	0,0,0	7.5865574	0.99995905	2.4330044	6.136948	7.655531	4.6485085	2.7221997	10.103574
TadhH1_1	2683000	2683500	TadhH1_1	2742000	2742500	0,0,0	6.399293	0.9999852	2.0575314	9.545181	9.879128	5.336238	3.6917033	13.820844
TadhH1_1	12079400	12079600	TadhH1_1	12088000	12088200	0,0,0	5.031646	0.9991205	1.8099258	4.518368	4.780912	3.0205634	2.0287385	7.0368905
TadhH1_1	8578500	8579000	TadhH1_1	8599500	8600000	0,0,0	3.9826388	0.9998143	1.3151822	7.0803638	8.059713	4.790626	3.329048	11.084283
TadhH1_1	19130000	19130500	TadhH1_1	19156500	19157000	0,0,0	3.3824666	0.9982224	1.6016924	3.9528477	5.0935984	5.0809517	2.344321	8.594594
TadhH1_1	1394500	1395000	TadhH1_1	1435000	1435500	0,0,0	3.5074508	0.99899215	1.6232198	3.7720263	5.858022	5.8729043	2.283842	9.225817
TadhH1_1	13833500	13834000	TadhH1_1	13889000	13889500	0,0,0	3.4550269	0.996521	1.5326636	4.1751895	4.7293468	4.1299744	1.7045243	7.8412538
TadhH1_1	3862000	3862500	TadhH1_1	3906000	3906500	0,0,0	4.217561	0.99873126	1.5211382	4.8718553	6.524977	4.6397266	2.1083953	8.970264
TadhH1_1	10039000	10039500	TadhH1_1	10067500	10068000	0,0,0	3.3286562	0.9985281	1.6302574	3.9573464	5.041085	5.2874	1.8875941	8.805041
TadhH1_1	2187500	2188000	TadhH1_1	2228500	2229000	0,0,0	2.629055	0.9945406	1.3267184	3.623143	3.8627925	4.110604	1.922974	7.331175
TadhH1_1	11772000	11772500	TadhH1_1	11799000	11799500	0,0,0	3.442733	0.99841183	1.6330949	4.718693	4.8027287	4.5258856	1.9814032	8.72028
TadhH1_1	21633500	21634000	TadhH1_1	21692000	21692500	0,0,0	4.060356	0.9987898	1.9837039	4.1788864	5.1209273	5.3081617	1.8942711	9.022728
TadhH1_1	15740500	15741000	TadhH1_1	15766500	15767000	0,0,0	3.235113	0.99691045	1.7204299	4.3852053	5.026187	5.969653	2.2135816	9.867614
TadhH1_1	1238000	1238500	TadhH1_1	1268000	1268500	0,0,0	2.8308802	0.9859212	1.5733572	2.8757677	2.895926	3.6876538	1.5916741	6.2438917
TadhH1_1	15958000	15958500	TadhH1_1	16007500	16008000	0,0,0	2.5499752	0.98101383	1.5209701	1.9449115	2.7448163	4.1667185	1.2309176	5.895529
TadhH1_1	7416000	7416500	TadhH1_1	7456500	7457000	0,0,0	11.039619	1.0	3.7610338	15.959901	20.03949	13.01202	8.01932	27.198599
TadhH1_1	14171000	14171500	TadhH1_1	14202500	14203000	0,0,0	4.224218	0.99901533	1.962002	4.601713	5.440614	5.161163	2.195993	9.2515745
TadhH1_1	4535000	4535500	TadhH1_1	4552000	4552500	0,0,0	3.9850395	0.99990225	1.5004202	8.258568	9.466537	6.614962	2.9600325	13.955912
TadhH1_1	20705500	20706000	TadhH1_1	20724500	20725000	0,0,0	6.2146955	0.99991256	3.7772589	3.767432	3.8432446	5.996418	1.7203875	9.345246
TadhH1_1	4540500	4541000	TadhH1_1	4580500	4581000	0,0,0	4.27209	0.9989947	1.7785199	5.3475227	5.7428727	4.4752765	2.4560957	9.22863
TadhH1_1	2501000	2501500	TadhH1_1	2543500	2544000	0,0,0	3.6919258	0.99978155	1.4086143	6.7426357	7.168728	4.9136705	2.8625166	10.9071245
TadhH1_1	16272500	16273000	TadhH1_1	16299000	16299500	0,0,0	2.959273	0.99731916	1.3040392	3.4811008	5.3687453	5.0402126	1.4296058	8.134525
TadhH1_1	10661500	10662000	TadhH1_1	10697500	10698000	0,0,0	3.7448583	0.9994304	1.5233964	4.7978687	6.7367864	5.59165	1.9720953	9.856422
TadhH1_1	16894000	16894500	TadhH1_1	16908500	16909000	0,0,0	3.2837138	0.9990253	1.6784995	4.904666	6.148836	6.901106	2.7933	11.260809
TadhH1_1	11448000	11448500	TadhH1_1	11483000	11483500	0,0,0	4.6700416	0.9994506	2.0435498	5.171752	6.1106052	5.2990823	2.3671193	9.896195
TadhH1_1	4990500	4991000	TadhH1_1	5007000	5007500	0,0,0	3.8527315	0.9998641	2.0430048	4.712776	6.0286493	7.2354593	2.0875127	11.424594
TadhH1_1	1996000	1996500	TadhH1_1	2033500	2034000	0,0,0	3.2770689	0.9967725	1.4897794	4.006157	4.751125	4.3648014	2.3475623	7.92583
TadhH1_1	5977500	5978000	TadhH1_1	5994500	5995000	0,0,0	2.6665254	0.9959655	1.4637641	3.4463348	3.6853087	4.61058	1.871529	7.673989
TadhH1_1	16265500	16266000	TadhH1_1	16299000	16299500	0,0,0	2.8309567	0.9916206	1.4402019	2.940154	3.7820308	4.2287374	1.6922073	6.842208
TadhH1_1	19111500	19112000	TadhH1_1	19130000	19130500	0,0,0	3.8113754	0.9994209	1.9442958	4.9210896	6.632201	7.505082	2.1835856	11.879384
TadhH1_1	15538000	15538500	TadhH1_1	15569500	15570000	0,0,0	2.7138212	0.9943046	1.4819003	3.3854551	3.4730535	4.273776	1.9426665	7.283069
TadhH1_1	21385500	21386000	TadhH1_1	21633500	21634000	0,0,0	5.627882	0.99995434	2.4503233	5.0505147	6.2929416	5.5063095	3.7977567	9.995656
TadhH1_1	14228500	14229000	TadhH1_1	14252500	14253000	0,0,0	5.2494583	0.9999839	2.0265207	8.068775	9.135572	6.5563793	3.9025948	13.728624
TadhH1_1	10784000	10784500	TadhH1_1	10820500	10821000	0,0,0	4.2407207	0.99983317	1.8145746	6.059713	6.983191	5.8149033	3.0596642	11.201315
TadhH1_1	4718500	4719000	TadhH1_1	4741500	4742000	0,0,0	4.399464	0.9999349	1.691515	7.919532	9.91239	7.3843327	4.3987865	14.423917
TadhH1_1	16363500	16364000	TadhH1_1	16384500	16385000	0,0,0	2.595273	0.99429935	1.3971866	2.5484643	3.9783962	5.016712	1.6947849	7.2820144
TadhH1_1	1981000	1981500	TadhH1_1	2034000	2034500	0,0,0	4.9859433	0.99974024	1.9167374	6.6789074	6.969406	4.7811484	2.622991	10.717955
TadhH1_1	3108500	3109000	TadhH1_1	3191000	3191500	0,0,0	5.650229	0.9999696	2.0358713	6.563719	7.1149855	4.5675745	2.7340598	10.401991
